Skip,Cool,Tipo,Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Creature,Link,CR,Dungeon,Foresta,Coste,Aquatico,Deserto,Prateria,Colline,Montagne,Palude,Artico,A Dolce,Giungla,Savana,Cimitero,Far Realms ,Space,Astrale,Etereo,Vulcano,Limbo,Feywild,Shadowfell,Bene,Male,Inferno,Abisso,Carceri,Distese Grige ,Gehenna,Acqua,Aria,Fuoco,Terra,Underdark,Urban,Mechanus
,,Bestia,,,,,,,Endemico,Tigre,https://5e.tools/bestiary.html#tiger_mm,1,,alta,,,,alta,,alta,,,,alta,bassa,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Endemico,Avvoltoio Gigante,https://5e.tools/bestiary.html#giant%20vulture_mm,1,,,,,alta,bassa,bassa,bassa,bassa,,,,alta,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Endemico,Polipo Gigante,https://5e.tools/bestiary.html#giant%20octopus_mm,1,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Endemico,Sciame di Piragna,https://5e.tools/bestiary.html#swarm%20of%20quippers_mm,1,,,,alta,,,,,alta,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Innocuo,Rospo Gigante,https://5e.tools/bestiary.html#giant%20toad_mm,1,alta,bassa,,,,,,,alta,,alta,alta,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Bestia,,,,,,,Endemico,Orso da Caverna,https://5e.tools/bestiary.html#cave%20bear_mm,2,alta,bassa,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Bestia,,,,,,,Endemico,Cinghiale Gigante,https://5e.tools/bestiary.html#giant%20boar_mm,2,,alta,,,,alta,alta,alta,,,,bassa,alta,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Endemico,Sciame di Serpenti Velenosi,https://5e.tools/bestiary.html#swarm%20of%20poisonous%20snakes_mm,2,,alta,,,,alta,alta,alta,alta,,,alta,,,,,,,,,,,,,,,,,,,,,,,alta,
,,Bestia,,,,,,,Endemico,Serpente Stritolatore Gigante,https://5e.tools/bestiary.html#giant%20constrictor%20snake_mm,2,alta,alta,,alta,alta,alta,bassa,bassa,alta,,alta,alta,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Bestia,,,,,,,Endemico,Orso Polare,https://5e.tools/bestiary.html#polar%20bear_mm,2,alta,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Bestia,,,,,,,Endemico,Squalo Cacciatore,https://5e.tools/bestiary.html#hunter%20shark_mm,2,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Endemico,Tigre dai Denti a Sciabola,https://5e.tools/bestiary.html#saber-toothed%20tiger_mm,2,,,,,,,alta,alta,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Non Violento,Aurochs,https://5e.tools/bestiary.html#aurochs_vgm,2,,bassa,,,,alta,alta,alta,,bassa,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Non Violento,Aquila Gigante,https://5e.tools/bestiary.html#giant%20eagle_mm,2,,alta,bassa,,bassa,alta,alta,alta,,,bassa,,alta,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Non Violento,Rinoceronte,https://5e.tools/bestiary.html#rhinoceros_mm,2,,,,,,alta,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Non Violento,Alce Gigante,https://5e.tools/bestiary.html#giant%20elk_mm,2,,alta,,,,alta,alta,alta,,bassa,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Non Violento,Aurochs,https://5e.tools/bestiary.html#aurochs_mpmm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Endemico,Scorpione Gigante,https://5e.tools/bestiary.html#giant%20scorpion_mm,3,alta,alta,,,alta,alta,bassa,bassa,alta,,,alta,,,,,,,,,,,,,,,,,,,,,,alta,,
,,Bestia,,,,,,,Endemico,Killer Whale,https://5e.tools/bestiary.html#killer%20whale_mm,3,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Endemico,Lupo Invernale,https://5e.tools/bestiary.html#winter%20wolf_mm,3,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Bestia,,,,,,,Non Violento,Elefante,https://5e.tools/bestiary.html#elephant_mm,4,,,,,alta,alta,,,,,alta,,alta,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Endemico,Sciame di Ratti Cranio,https://5e.tools/bestiary.html#swarm%20of%20cranium%20rats_vgm,5,alta,bassa,,,,alta,bassa,bassa,alta,,,bassa,,,,,,,,,,,,,,,,,,,,,,alta,alta,
,,Bestia,,,,,,,Endemico,Coccodrillo Gigante,https://5e.tools/bestiary.html#giant%20crocodile_mm,5,,,,,,,,,alta,,alta,alta,alta,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Endemico,Squalo Gigante,https://5e.tools/bestiary.html#giant%20shark_mm,5,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Bestia,,,,,,,Non Violento,Mammoth,https://5e.tools/bestiary.html#mammoth_mm,6,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bestia,,,,,,,Endemico,Gorilla Gigante,https://5e.tools/bestiary.html#giant%20ape_mm,7,,alta,,,,,,,,,,alta,bassa,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Bestia,,,,,,,Non Violento,Ippopotamo,,0,,,,,,alta,,,,,alta,,alta,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Celestiale,Angelo,,,,,,Non Violento,Deva,https://5e.tools/bestiary.html#deva_mm,10,,,,,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,
,TRUE,Celestiale,Angelo,,,,,,Non Violento,Planetar,https://5e.tools/bestiary.html#planetar_mm,16,,,,,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,
,TRUE,Celestiale,Angelo,,,,,,Non Violento,Solar,https://5e.tools/bestiary.html#solar_mm,21,,,,,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,
,TRUE,Celestiale,,,,,,,Non Violento,Pegaso,https://5e.tools/bestiary.html#pegasus_mm,2,,alta,,,,alta,alta,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,
,TRUE,Celestiale,,,,,,,Non Violento,Couatl,https://5e.tools/bestiary.html#couatl_mm,4,,alta,,,alta,alta,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,bassa,
,TRUE,Celestiale,,,,,,,Non Violento,Unicorn,https://5e.tools/bestiary.html#unicorn_mm,5,,alta,,,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,
,TRUE,Celestiale,,,,,,,Non Violento,Ki-rin,https://5e.tools/bestiary.html#ki-rin_vgm,12,,,alta,,alta,alta,,alta,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,
,TRUE,Celestiale,,,,,,,Non Violento,Empireo,https://5e.tools/bestiary.html#empyrean_mm,23,,,,,,,,,,,,,,,,,,,,,,,alta,,,,,,,,,,,,,
,TRUE,Costrutto,Golem,,,,,,Non Violento,Golem di Carne,https://5e.tools/bestiary.html#flesh%20golem_mm,5,alta,,,,,,,,,,,,,bassa,,,,,,,,,,,,,,,,,,,,,bassa,
,TRUE,Costrutto,Golem,,,,,,Non Violento,Golem di Argilla,https://5e.tools/bestiary.html#clay%20golem_mm,9,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bassa,
,TRUE,Costrutto,Golem,,,,,,Non Violento,Golem Di Pietra,https://5e.tools/bestiary.html#stone%20golem_mm,10,alta,,,,bassa,,,bassa,,,,,,,,,,,,,,,,,,,,,,,,,,,bassa,
,TRUE,Costrutto,Golem,,,,,,Non Violento,Golem Di Ferro,https://5e.tools/bestiary.html#iron%20golem_mm,16,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bassa,
,,Costrutto,Mechanus,,,,,Sociale,Endemico,Monodrone,https://5e.tools/bestiary.html#monodrone_mm,"0,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta
,,Costrutto,Mechanus,,,,,Sociale,Endemico,Duodrone,https://5e.tools/bestiary.html#duodrone_mm,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta
,,Costrutto,Mechanus,,,,,Sociale,Endemico,Tridrone,https://5e.tools/bestiary.html#tridrone_mm,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta
,,Costrutto,Mechanus,,,,,Sociale,Endemico,Quadrone,https://5e.tools/bestiary.html#quadrone_mm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta
,,Costrutto,Mechanus,,,,,Sociale,Endemico,Pentadrone,https://5e.tools/bestiary.html#pentadrone_mm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta
,TRUE,Costrutto,Mechanus,,,,,,Boss,Marut,https://5e.tools/bestiary.html#marut_mtf,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta
,TRUE,Costrutto,,,,,,,Non Violento,Homunculus,https://5e.tools/bestiary.html#homunculus_mm,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,
,,Costrutto,,,,,,,Non Violento,Spada Volante,https://5e.tools/bestiary.html#flying%20sword_mm,"0,25",alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Costrutto,,,,,,,,Clockwork Bronze Scout,https://5e.tools/bestiary.html#clockwork%20bronze%20scout_mpmm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Costrutto,,,,,,,,Stone Cursed,https://5e.tools/bestiary.html#stone%20cursed_mtf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Costrutto,,,,,,,Non Violento,Armatura Animata,https://5e.tools/bestiary.html#animated%20armor_mm,1,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Costrutto,,,,,,,Non Violento,Spaventapasseri,https://5e.tools/bestiary.html#scarecrow_mm,1,,,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Costrutto,,,,,,,Non Violento,Tappeto Soffocante,https://5e.tools/bestiary.html#rug%20of%20smothering_mm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Costrutto,,,,,,,Non Violento,Orrore Corazzato,https://5e.tools/bestiary.html#helmed%20horror_mm,4,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Costrutto,,,,,,,,Clockwork Iron Cobra,https://5e.tools/bestiary.html#clockwork%20iron%20cobra_mpmm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Costrutto,,,,,,,,Clockwork Stone Defender,https://5e.tools/bestiary.html#clockwork%20stone%20defender_mpmm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Costrutto,,,,,,,,Clockwork Oaken Bolter,https://5e.tools/bestiary.html#clockwork%20oaken%20bolter_mpmm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Costrutto,,,,,,,Non Violento,Guardiano Protettore,https://5e.tools/bestiary.html#shield%20guardian_mm,7,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alta,
TRUE,,Costrutto,,,,,,,,Cadaver Collector,https://5e.tools/bestiary.html#cadaver%20collector_mtf,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Costrutto,,,,,,,,Retriever,https://5e.tools/bestiary.html#retriever_mtf,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Costrutto,,,,,,,,Steel Predator,https://5e.tools/bestiary.html#steel%20predator_mtf,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Drago,,,,,,,Non Violento,Pseudodrago,https://5e.tools/bestiary.html#pseudodragon_mm,"0,25",,alta,alta,,alta,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,,,,,,,Endemico,Viverna,https://5e.tools/bestiary.html#wyvern_mm,6,,,,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Rosso,Giovane,Ombra,,,Boss,Drago d'Ombra Rosso Giovane,https://5e.tools/bestiary.html#young%20red%20shadow%20dragon_mm,13,alta,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,alta,,
,TRUE,Drago,,,,,,,Boss,Testuggine Dragona,https://5e.tools/bestiary.html#dragon%20turtle_mm,17,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Bianco,Cucciolo,,,,,Drago Bianco Cucciolo,https://5e.tools/bestiary.html#white%20dragon%20wyrmling_mm,2,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Bianco,Giovane,,,,,Drago Bianco Giovane,https://5e.tools/bestiary.html#young%20white%20dragon_mm,6,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Bianco,Adulto,,,,,Drago Bianco Adulto,https://5e.tools/bestiary.html#adult%20white%20dragon_mm,13,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Bianco,Antico,,,,,Drago Bianco Antico,https://5e.tools/bestiary.html#ancient%20white%20dragon_mm,20,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Bianco,,,,,,Draco Guardia Bianca,https://5e.tools/bestiary.html#white%20guard%20drake_vgm,2,,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Blu,,,,,,Draco Guardia Blu,https://5e.tools/bestiary.html#blue%20guard%20drake_vgm,2,,,alta,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Blu,Cucciolo,,,,,Drago Blu Cucciolo,https://5e.tools/bestiary.html#blue%20dragon%20wyrmling_mm,3,,,alta,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Blu,Giovane,,,,,Drago Blu Giovane,https://5e.tools/bestiary.html#young%20blue%20dragon_mm,9,,,alta,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Blu,Adulto,,,,,Drago Blu Adulto,https://5e.tools/bestiary.html#adult%20blue%20dragon_mm,16,,,alta,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Blu,Antico,,,,,Drago Blu Antico,https://5e.tools/bestiary.html#ancient%20blue%20dragon_mm,23,,,alta,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Nero,Cucciolo,,,,,Drago Nero Cucciolo,https://5e.tools/bestiary.html#black%20dragon%20wyrmling_mm,2,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Nero,Giovane,,,,,Drago Nero Giovane,https://5e.tools/bestiary.html#young%20black%20dragon_mm,7,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Nero,Adulto,,,,,Drago Nero Adulto,https://5e.tools/bestiary.html#adult%20black%20dragon_mm,14,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Nero,Antico,,,,,Drago Nero Antico,https://5e.tools/bestiary.html#ancient%20black%20dragon_mm,21,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Nero,,,,,,Draco Guardia Nera,https://5e.tools/bestiary.html#black%20guard%20drake_vgm,2,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Rosso,,,,,,Draco Guardia Rossa,https://5e.tools/bestiary.html#red%20guard%20drake_vgm,2,,,,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Rosso,Cucciolo,,,,,Drago Rosso Cucciolo,https://5e.tools/bestiary.html#red%20dragon%20wyrmling_mm,4,,,,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Rosso,Giovane,,,,,Drago Rosso Giovane,https://5e.tools/bestiary.html#young%20red%20dragon_mm,10,,,,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Rosso,Adulto,,,,,Drago Rosso Adulto,https://5e.tools/bestiary.html#adult%20red%20dragon_mm,17,,,,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Rosso,Antico,,,,,Drago Rosso Antico,https://5e.tools/bestiary.html#ancient%20red%20dragon_mm,24,,,,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Verde,,,,,,Draco Guardia Verde,https://5e.tools/bestiary.html#green%20guard%20drake_vgm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Verde,Cucciolo,,,,,Drago Verde Cucciolo,https://5e.tools/bestiary.html#green%20dragon%20wyrmling_mm,2,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Verde,Giovane,,,,,Drago Verde Giovane,https://5e.tools/bestiary.html#young%20green%20dragon_mm,8,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Verde,Adulto,,,,,Drago Verde Adulto,https://5e.tools/bestiary.html#adult%20green%20dragon_mm,15,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Cromatico,Verde,Antico,,,,,Drago Verde Antico,https://5e.tools/bestiary.html#ancient%20green%20dragon_mm,22,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Fatato,Arancione,,,Fatato,,Non Violento,Drago Fatato Arancione,https://5e.tools/bestiary.html#faerie%20dragon%20(orange)_mm,1,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Fatato,Blu,,,Fatato,,Non Violento,Drago Fatato Blu,https://5e.tools/bestiary.html#faerie%20dragon%20(blue)_mm,2,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Fatato,Giallo,,,Fatato,,Non Violento,Drago Fatato Giallo,https://5e.tools/bestiary.html#faerie%20dragon%20(yellow)_mm,2,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Fatato,Indaco,,,Fatato,,Non Violento,Drago Fatato Indaco,https://5e.tools/bestiary.html#faerie%20dragon%20(indigo)_mm,1,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Fatato,Rosso,,,Fatato,,Non Violento,Drago Fatato Rosso,https://5e.tools/bestiary.html#faerie%20dragon%20(red)_mm,1,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Fatato,Verde,,,Fatato,,Non Violento,Drago Fatato Verde,https://5e.tools/bestiary.html#faerie%20dragon%20(green)_mm,2,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Fatato,Viola,,,Fatato,,Non Violento,Drago Fatato Viola,https://5e.tools/bestiary.html#faerie%20dragon%20(violet)_mm,2,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Drago,Drago Guardia,Bianco,,,,,,White Guard Drake,https://5e.tools/bestiary.html#white%20guard%20drake_vgm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Drago,Drago Guardia,Blu,,,,,,Blue Guard Drake,https://5e.tools/bestiary.html#blue%20guard%20drake_vgm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Drago,Drago Guardia,Nero,,,,,,Black Guard Drake,https://5e.tools/bestiary.html#black%20guard%20drake_vgm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Drago,Drago Guardia,Rosso,,,,,,Red Guard Drake,https://5e.tools/bestiary.html#red%20guard%20drake_vgm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Drago,Drago Guardia,Verde,,,,,,Green Guard Drake,https://5e.tools/bestiary.html#green%20guard%20drake_vgm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,Drago,Drago Guardia,,,,,,,Guard Drake,https://5e.tools/bestiary.html#guard%20drake_mpmm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago metallico,Argento,Cucciolo,,,,Non Violento,Drago d'Argento Cucciolo,https://5e.tools/bestiary.html#silver%20dragon%20wyrmling_mm,2,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago metallico,Argento,Giovane,,,,Non Violento,Drago d'Argento Giovane,https://5e.tools/bestiary.html#young%20silver%20dragon_mm,9,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago metallico,Argento,Adulto,,,,Non Violento,Drago d'Argento Adulto,https://5e.tools/bestiary.html#adult%20silver%20dragon_mm,16,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago metallico,Argento,Antico,,,,Non Violento,Drago d'Argento Antico,https://5e.tools/bestiary.html#ancient%20silver%20dragon_mm,23,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago metallico,Bronzo,Cucciolo,,,,Non Violento,Drago di Bronzo Cucciolo,https://5e.tools/bestiary.html#bronze%20dragon%20wyrmling_mm,2,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago metallico,Bronzo,Giovane,,,,Non Violento,Drago di Bronzo Giovane,https://5e.tools/bestiary.html#young%20bronze%20dragon_mm,8,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago metallico,Bronzo,Adulto,,,,Non Violento,Drago di Bronzo Adulto,https://5e.tools/bestiary.html#adult%20bronze%20dragon_mm,15,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago metallico,Bronzo,Antico,,,,Non Violento,Drago di Bronzo Antico,https://5e.tools/bestiary.html#ancient%20bronze%20dragon_mm,22,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Metallico,Oro,Cucciolo,,,,Non Violento,Drago d'Oro Cucciolo,https://5e.tools/bestiary.html#gold%20dragon%20wyrmling_mm,3,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Metallico,Oro,Giovane,,,,Non Violento,Drago d'Oro Giovane,https://5e.tools/bestiary.html#young%20gold%20dragon_mm,10,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Metallico,Oro,Adulto,,,,Non Violento,Drago d'Oro Adulto,https://5e.tools/bestiary.html#adult%20gold%20dragon_mm,17,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Metallico,Oro,Antico,,,,Non Violento,Drago d'Oro Antico,https://5e.tools/bestiary.html#ancient%20gold%20dragon_mm,24,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Metallico,Ottone,Cucciolo,,,,Non Violento,Drago d'Ottone Cucciolo,https://5e.tools/bestiary.html#brass%20dragon%20wyrmling_mm,1,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Metallico,Ottone,Giovane,,,,Non Violento,Drago d'Ottone Giovane,https://5e.tools/bestiary.html#young%20brass%20dragon_mm,6,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Metallico,Ottone,Adulto,,,,Non Violento,Drago d'Ottone Adulto,https://5e.tools/bestiary.html#adult%20brass%20dragon_mm,13,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Metallico,Ottone,Antico,,,,Non Violento,Drago d'Ottone Antico,https://5e.tools/bestiary.html#ancient%20brass%20dragon_mm,20,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Metallico,Rame,Cucciolo,,,,Non Violento,Drago di Rame Cucciolo,https://5e.tools/bestiary.html#copper%20dragon%20wyrmling_mm,1,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Metallico,Rame,Giovane,,,,Non Violento,Drago di Rame Giovane,https://5e.tools/bestiary.html#young%20copper%20dragon_mm,7,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Metallico,Rame,Adulto,,,,Non Violento,Drago di Rame Adulto,https://5e.tools/bestiary.html#adult%20copper%20dragon_mm,14,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Drago,Drago Metallico,Rame,Antico,,,,Non Violento,Drago di Rame Antico,https://5e.tools/bestiary.html#ancient%20copper%20dragon_mm,21,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Elementale,Mephit,,,,,,Endemico,Mephit del Fumo ,https://5e.tools/bestiary.html#smoke%20mephit_mm,"0,5",,,,,alta,,,,alta,,,,,,,,,,,,,,,,,,,,,,alta,alta,,,alta,
,,Elementale,Mephit,,,,,,Endemico,Mephit del Magma,https://5e.tools/bestiary.html#magma%20mephit_mm,"0,5",alta,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,,,,alta,alta,alta,,
,,Elementale,Mephit,,,,,,Endemico,Mephit del Vapore,https://5e.tools/bestiary.html#steam%20mephit_mm,"0,5",,,,,alta,alta,,,,,,,,,,,,,,,,,,,,,,,,alta,,alta,,,,
,,Elementale,Mephit,,,,,,Endemico,Mephit del Fango,https://5e.tools/bestiary.html#mud%20mephit_mm,"0,5",,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,,alta,,,alta,,,
,,Elementale,Mephit,,,,,,Endemico,Mephit del Ghiaccio ,https://5e.tools/bestiary.html#ice%20mephit_mm,"0,5",,,,,,,,,,alta,,,,,,,,,,,,,,,,,,,,alta,alta,,,,,
